"player"	"number"	"team"	"league"	"nationality"	"region"	"height"	"weight"	"age"	"foot"	"position"	"attacking"	"ball_control"	"dribbling"	"low_pass"	"air_pass"	"finishing"	"place_kicking"	"swerve"	"header"	"defensive"	"ball_winning"	"kicking_power"	"speed"	"explosive_power"	"unwavering_balance"	"physical_contact"	"jump"	"goalkeeping"	"gk_catch"	"clearing"	"reflexes"	"coverage"	"stamina"	"weak_foot_usage"	"weak_foot_accuracy"	"form"	"injury_resistance"	"overall"
"S. MACLEAN"	"18"	"HEARTS"	"Ladbrokes Premiership"	"SCOTLAND"	"Europe"	"180"	"80"	"36"	"Right foot"	"CF"	"74"	"65"	"65"	"67"	"64"	"74"	"63"	"65"	"74"	"50"	"51"	"70"	"65"	"71"	"70"	"70"	"85"	"40"	"40"	"40"	"40"	"40"	"75"	"2"	"2"	"4"	"2"	"67"
"R. BOUKARI"	"11"	"CHÂTEAUROUX"	"Domino's Ligue 2"	"TOGO"	"Africa"	"182"	"70"	"31"	"Right foot"	"RWF"	"70"	"69"	"72"	"66"	"62"	"69"	"64"	"67"	"64"	"50"	"61"	"70"	"77"	"79"	"62"	"73"	"60"	"40"	"40"	"40"	"40"	"40"	"65"	"2"	"2"	"4"	"1"	"67"
"G. PLET"	"29"	"ALANYASPOR"	"Spor Toto Süper Lig"	"NETHERLANDS"	"Europe"	"193"	"89"	"31"	"Right foot"	"CF"	"69"	"72"	"75"	"67"	"67"	"68"	"62"	"60"	"70"	"48"	"44"	"76"	"81"	"75"	"60"	"77"	"75"	"40"	"40"	"40"	"40"	"40"	"71"	"4"	"4"	"4"	"3"	"67"
"M. CARANTA"	"1"	"TALLERES CÓRDOBA"	"Superliga Quilmes Clásica"	"ARGENTINA"	"South America"	"184"	"77"	"40"	"Right foot"	"GK"	"46"	"56"	"49"	"61"	"62"	"41"	"42"	"44"	"60"	"61"	"45"	"77"	"63"	"65"	"55"	"76"	"75"	"81"	"72"	"74"	"75"	"75"	"55"	"2"	"2"	"3"	"3"	"67"
"A. MANNUS"	NA	"Free Agents"	"Free Agent"	"NORTHERN IRELAND"	"Europe"	"188"	"84"	"36"	"Right foot"	"GK"	"49"	"52"	"43"	"45"	"50"	"41"	"46"	"44"	"60"	"47"	"43"	"71"	"60"	"61"	"71"	"74"	"66"	"78"	"76"	"73"	"75"	"76"	"55"	"2"	"2"	"4"	"3"	"67"
"J. BROCKIE"	NA	"Free Agents"	"Free Agent"	"NEW ZEALAND"	"Asia-Oceania"	"183"	"80"	"31"	"Right foot"	"CF"	"74"	"65"	"63"	"66"	"58"	"72"	"63"	"69"	"70"	"56"	"46"	"74"	"70"	"67"	"67"	"80"	"84"	"40"	"40"	"40"	"40"	"40"	"78"	"2"	"2"	"5"	"3"	"67"
"J. KARACAN"	"21"	"GL BLUE WHITE"	"English 2nd Division"	"TURKEY"	"Europe"	"178"	"76"	"29"	"Right foot"	"CMF"	"66"	"66"	"67"	"70"	"65"	"64"	"63"	"64"	"65"	"68"	"69"	"72"	"75"	"74"	"75"	"67"	"78"	"40"	"40"	"40"	"40"	"40"	"78"	"2"	"2"	"5"	"1"	"67"
"KIKO OLIVAS"	"4"	"CL PURPLE"	"Spanish League"	"SPAIN"	"Europe"	"189"	"83"	"30"	"Right foot"	"CB"	"56"	"62"	"58"	"69"	"69"	"61"	"61"	"64"	"68"	"75"	"75"	"67"	"68"	"63"	"63"	"77"	"66"	"40"	"40"	"40"	"40"	"40"	"76"	"2"	"2"	"5"	"2"	"67"
"E. BUTIN"	"11"	"BREST"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"180"	"76"	"30"	"Right foot"	"CF"	"76"	"68"	"67"	"70"	"67"	"73"	"59"	"66"	"68"	"50"	"53"	"73"	"71"	"69"	"71"	"77"	"63"	"40"	"40"	"40"	"40"	"40"	"73"	"2"	"2"	"4"	"2"	"67"
"D. PERQUIS"	"16"	"VALENCIENNES"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"186"	"82"	"32"	"Right foot"	"GK"	"44"	"56"	"54"	"62"	"73"	"62"	"45"	"80"	"60"	"60"	"58"	"76"	"72"	"69"	"56"	"77"	"78"	"82"	"79"	"75"	"73"	"69"	"67"	"2"	"2"	"6"	"2"	"67"
"J. RAMARÉ"	"5"	"VALENCIENNES"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"181"	"74"	"34"	"Left foot"	"DMF"	"68"	"69"	"63"	"74"	"66"	"58"	"56"	"61"	"64"	"68"	"69"	"62"	"66"	"63"	"71"	"75"	"83"	"40"	"40"	"40"	"40"	"40"	"81"	"2"	"2"	"6"	"2"	"67"
"J. TINHAN"	"7"	"TROYES"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"178"	"69"	"29"	"Right foot"	"CF"	"69"	"68"	"71"	"66"	"64"	"68"	"61"	"62"	"68"	"59"	"54"	"69"	"84"	"83"	"72"	"73"	"70"	"40"	"40"	"40"	"40"	"40"	"73"	"3"	"2"	"4"	"3"	"67"
"J. CALLE"	"20"	"INDEPENDIENTE MEDELLÍN"	"Liga Águila"	"COLOMBIA"	"South America"	"176"	"74"	"27"	"Left foot"	"CMF"	"67"	"70"	"68"	"71"	"74"	"62"	"74"	"76"	"62"	"55"	"59"	"65"	"72"	"69"	"65"	"70"	"63"	"40"	"40"	"40"	"40"	"40"	"74"	"2"	"2"	"5"	"2"	"67"
"Y. MENA"	"17"	"INDEPENDIENTE MEDELLÍN"	"Liga Águila"	"COLOMBIA"	"South America"	"182"	"76"	"27"	"Right foot"	"RWF"	"70"	"71"	"70"	"64"	"66"	"69"	"65"	"71"	"68"	"56"	"54"	"68"	"78"	"78"	"60"	"66"	"66"	"40"	"40"	"40"	"40"	"40"	"68"	"4"	"4"	"5"	"2"	"67"
"M. SANS"	"10"	"NIORT"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"191"	"86"	"30"	"Right foot"	"CB"	"56"	"66"	"62"	"69"	"72"	"56"	"61"	"63"	"75"	"71"	"67"	"65"	"72"	"72"	"63"	"76"	"74"	"40"	"40"	"40"	"40"	"40"	"69"	"2"	"2"	"5"	"2"	"67"
"T. AYASSE"	"24"	"BREST"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"183"	"81"	"31"	"Right foot"	"DMF"	"63"	"69"	"63"	"72"	"70"	"54"	"59"	"62"	"67"	"68"	"69"	"69"	"68"	"65"	"66"	"75"	"75"	"40"	"40"	"40"	"40"	"40"	"81"	"2"	"2"	"6"	"3"	"67"
"J. IGLESIAS"	"19"	"CLERMONT"	"Domino's Ligue 2"	"URUGUAY"	"South America"	"170"	"70"	"30"	"Right foot"	"AMF"	"73"	"72"	"70"	"69"	"68"	"70"	"72"	"66"	"65"	"60"	"50"	"68"	"65"	"68"	"58"	"76"	"73"	"40"	"40"	"40"	"40"	"40"	"71"	"2"	"2"	"5"	"2"	"67"
"KONSTANTOPOULOS"	"1"	"TEESSIDE"	"English 2nd Division"	"GREECE"	"Europe"	"193"	"90"	"40"	"Left foot"	"GK"	"40"	"53"	"41"	"54"	"52"	"41"	"50"	"41"	"70"	"60"	"48"	"72"	"63"	"58"	"66"	"70"	"68"	"82"	"78"	"72"	"76"	"71"	"50"	"2"	"2"	"4"	"3"	"67"
"L. CAMP"	"1"	"WEST MIDLANDS CITY"	"English 2nd Division"	"NORTHERN IRELAND"	"Europe"	"183"	"74"	"34"	"Right foot"	"GK"	"40"	"52"	"44"	"50"	"51"	"42"	"45"	"46"	"60"	"45"	"42"	"67"	"60"	"62"	"70"	"75"	"75"	"74"	"74"	"77"	"74"	"75"	"58"	"2"	"2"	"4"	"1"	"67"
"P. JEREZ"	"24"	"ANTOFAGASTA"	"Campeonato Scotiabank"	"CHILE"	"South America"	"169"	"64"	"33"	"Left foot"	"LB"	"65"	"68"	"65"	"65"	"66"	"60"	"64"	"74"	"61"	"68"	"69"	"66"	"72"	"73"	"67"	"67"	"66"	"40"	"40"	"40"	"40"	"40"	"71"	"2"	"2"	"5"	"1"	"67"
"F. GUICHÓN"	"33"	"SANTA FE"	"Liga Águila"	"URUGUAY"	"South America"	"182"	"75"	"27"	"Left foot"	"LMF"	"67"	"70"	"66"	"71"	"67"	"65"	"62"	"66"	"67"	"65"	"70"	"73"	"73"	"74"	"64"	"73"	"70"	"40"	"40"	"40"	"40"	"40"	"77"	"2"	"2"	"5"	"2"	"67"
"FELIPE SAAD"	"13"	"LORIENT"	"Domino's Ligue 2"	"BRAZIL"	"South America"	"187"	"83"	"35"	"Left foot"	"CB"	"62"	"63"	"56"	"64"	"60"	"54"	"58"	"56"	"73"	"75"	"72"	"72"	"69"	"65"	"61"	"79"	"75"	"40"	"40"	"40"	"40"	"40"	"72"	"2"	"2"	"4"	"2"	"67"
"D. JOHNSON"	"11"	"LN WHITE"	"English 2nd Division"	"JAMAICA"	"North & Central America"	"174"	"67"	"26"	"Left foot"	"CMF"	"67"	"81"	"73"	"69"	"67"	"62"	"59"	"60"	"63"	"61"	"53"	"69"	"77"	"79"	"68"	"65"	"64"	"40"	"40"	"40"	"40"	"40"	"72"	"2"	"3"	"5"	"3"	"67"
"D. SCHMIDT"	"12"	"HEERENVEEN"	"Eredivisie"	"NETHERLANDS"	"Europe"	"177"	"73"	"26"	"Right foot"	"RB"	"65"	"65"	"66"	"64"	"65"	"56"	"58"	"67"	"68"	"64"	"63"	"72"	"75"	"74"	"71"	"70"	"74"	"40"	"40"	"40"	"40"	"40"	"74"	"3"	"3"	"4"	"3"	"67"
"H. BOS"	"30"	"EMMEN"	"Eredivisie"	"NETHERLANDS"	"Europe"	"172"	"71"	"26"	"Right foot"	"AMF"	"66"	"72"	"72"	"73"	"72"	"68"	"61"	"64"	"65"	"52"	"47"	"70"	"77"	"78"	"60"	"67"	"74"	"40"	"40"	"40"	"40"	"40"	"67"	"3"	"3"	"3"	"1"	"67"
"P. CAMARA"	"16"	"GRENOBLE FOOT 38"	"Domino's Ligue 2"	"SENEGAL"	"Africa"	"195"	"70"	"25"	"Right foot"	"GK"	"40"	"52"	"54"	"57"	"54"	"45"	"45"	"45"	"70"	"56"	"46"	"75"	"65"	"68"	"52"	"72"	"73"	"77"	"75"	"75"	"74"	"79"	"52"	"2"	"2"	"5"	"2"	"67"
"A. FORDE"	"7"	"YORKSHIRE REDS"	"English 2nd Division"	"IRELAND"	"Europe"	"180"	"82"	"25"	"Right foot"	"RMF"	"67"	"68"	"69"	"67"	"68"	"65"	"66"	"68"	"62"	"53"	"55"	"67"	"75"	"77"	"80"	"70"	"69"	"40"	"40"	"40"	"40"	"40"	"75"	"2"	"3"	"4"	"2"	"67"
"L. JUSTINIANO"	NA	"Free Agents"	"Free Agent"	"BOLIVIA"	"South America"	"180"	"78"	"26"	"Right foot"	"CMF"	"64"	"73"	"70"	"72"	"69"	"61"	"55"	"53"	"65"	"64"	"61"	"72"	"73"	"74"	"60"	"71"	"72"	"40"	"40"	"40"	"40"	"40"	"77"	"4"	"4"	"4"	"3"	"67"
"D. WAYAR"	NA	"Free Agents"	"Free Agent"	"BOLIVIA"	"South America"	"169"	"66"	"25"	"Right foot"	"RMF"	"67"	"72"	"73"	"70"	"71"	"62"	"63"	"64"	"61"	"52"	"51"	"70"	"75"	"78"	"60"	"64"	"62"	"40"	"40"	"40"	"40"	"40"	"76"	"2"	"3"	"5"	"3"	"67"
"M. RIOS"	"15"	"DEPORTES IQUIQUE"	"Campeonato Scotiabank"	"CHILE"	"South America"	"173"	"68"	"33"	"Right foot"	"RMF"	"70"	"70"	"63"	"74"	"72"	"65"	"73"	"74"	"60"	"68"	"60"	"73"	"70"	"72"	"66"	"70"	"58"	"40"	"40"	"40"	"40"	"40"	"80"	"3"	"3"	"6"	"3"	"67"
"VINÍCIUS"	"19"	"CHAPECOENSE"	"Campeonato Brasileiro"	"BRAZIL"	"South America"	"179"	"81"	"25"	"Right foot"	"SS"	"65"	"66"	"73"	"63"	"54"	"69"	"69"	"71"	"60"	"46"	"42"	"74"	"87"	"84"	"68"	"73"	"73"	"40"	"40"	"40"	"40"	"40"	"70"	"2"	"3"	"3"	"3"	"67"
"G. LAZARONI"	"28"	"PORTIMONENSE"	"Liga NOS"	"BRAZIL"	"South America"	"179"	"78"	"26"	"Left foot"	"LB"	"65"	"71"	"72"	"69"	"70"	"62"	"66"	"60"	"63"	"58"	"60"	"72"	"75"	"75"	"70"	"74"	"62"	"40"	"40"	"40"	"40"	"40"	"73"	"2"	"2"	"4"	"1"	"67"
"TIAGO ALVES"	"36"	"CEARÁ"	"Campeonato Brasileiro"	"BRAZIL"	"South America"	"186"	"82"	"34"	"Right foot"	"CB"	"60"	"65"	"62"	"61"	"63"	"55"	"59"	"55"	"75"	"74"	"72"	"73"	"68"	"64"	"60"	"82"	"77"	"40"	"40"	"40"	"40"	"40"	"68"	"2"	"2"	"5"	"2"	"67"
"M. ROSHEUVEL"	"17"	"NAC BREDA"	"Eredivisie"	"NETHERLANDS"	"Europe"	"176"	"76"	"28"	"Right foot"	"RWF"	"68"	"70"	"73"	"65"	"71"	"63"	"61"	"59"	"62"	"50"	"54"	"74"	"77"	"73"	"58"	"77"	"70"	"40"	"40"	"40"	"40"	"40"	"72"	"2"	"2"	"5"	"3"	"67"
"G. BURKE"	"19"	"LN WHITE"	"English 2nd Division"	"IRELAND"	"Europe"	"165"	"72"	"25"	"Left foot"	"SS"	"69"	"72"	"70"	"67"	"65"	"72"	"66"	"75"	"60"	"48"	"49"	"73"	"72"	"71"	"75"	"65"	"62"	"40"	"40"	"40"	"40"	"40"	"71"	"2"	"2"	"4"	"2"	"67"
"F. RASPENTINO"	"11"	"VALENCIENNES"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"179"	"73"	"29"	"Right foot"	"CF"	"74"	"71"	"73"	"70"	"68"	"69"	"60"	"67"	"67"	"45"	"46"	"70"	"76"	"77"	"72"	"66"	"70"	"40"	"40"	"40"	"40"	"40"	"69"	"2"	"2"	"4"	"3"	"67"
"P. BOUMAL"	"13"	"URAL"	"Russian Premier Liga"	"CAMEROON"	"Africa"	"177"	"78"	"25"	"Left foot"	"DMF"	"54"	"70"	"64"	"70"	"65"	"57"	"58"	"62"	"67"	"73"	"72"	"64"	"71"	"75"	"70"	"71"	"68"	"40"	"40"	"40"	"40"	"40"	"80"	"4"	"3"	"4"	"2"	"67"
"F. VANZO"	"10"	"WAASLAND-BEVEREN"	"Jupiler Pro League"	"BELGIUM"	"Europe"	"180"	"77"	"24"	"Right foot"	"RWF"	"69"	"73"	"74"	"64"	"61"	"68"	"62"	"69"	"64"	"52"	"50"	"80"	"73"	"77"	"74"	"70"	"67"	"40"	"40"	"40"	"40"	"40"	"70"	"2"	"2"	"4"	"1"	"67"
"E. KAS"	"39"	"YENI MALATYASPOR"	"Spor Toto Süper Lig"	"TURKEY"	"Europe"	"183"	"78"	"27"	"Left foot"	"LB"	"62"	"72"	"70"	"68"	"69"	"59"	"65"	"68"	"61"	"64"	"64"	"70"	"76"	"75"	"71"	"64"	"63"	"40"	"40"	"40"	"40"	"40"	"72"	"2"	"2"	"4"	"2"	"67"
"JONATAN"	"47"	"BELENENSES"	"Liga NOS"	"BRAZIL"	"South America"	"184"	"76"	"24"	"Right foot"	"DMF"	"64"	"71"	"66"	"69"	"64"	"61"	"63"	"68"	"67"	"68"	"68"	"72"	"71"	"70"	"60"	"72"	"66"	"40"	"40"	"40"	"40"	"40"	"73"	"3"	"3"	"3"	"3"	"67"
"M. GOICOECHEA"	"1"	"TOULOUSE"	"Ligue 1 Conforama"	"URUGUAY"	"South America"	"186"	"82"	"30"	"Right foot"	"GK"	"41"	"55"	"59"	"61"	"65"	"40"	"40"	"40"	"60"	"67"	"45"	"83"	"71"	"71"	"68"	"77"	"81"	"77"	"70"	"73"	"73"	"75"	"61"	"3"	"2"	"5"	"3"	"67"
"J. MURPHY"	"11"	"SOUTH WALES"	"English League"	"ENGLAND"	"Europe"	"173"	"67"	"23"	"Left foot"	"LMF"	"66"	"70"	"72"	"61"	"63"	"64"	"60"	"61"	"60"	"51"	"51"	"74"	"87"	"84"	"76"	"60"	"59"	"40"	"40"	"40"	"40"	"40"	"69"	"2"	"2"	"4"	"2"	"67"
"NACHO MARTÍNEZ"	"22"	"CL PURPLE"	"Spanish League"	"SPAIN"	"Europe"	"175"	"76"	"29"	"Left foot"	"LB"	"67"	"66"	"65"	"67"	"66"	"59"	"58"	"65"	"66"	"70"	"69"	"70"	"75"	"75"	"66"	"62"	"65"	"40"	"40"	"40"	"40"	"40"	"78"	"1"	"2"	"4"	"2"	"67"
"R. QUIJADA"	NA	"Free Agents"	"Free Agent"	"VENEZUELA"	"South America"	"186"	"73"	"29"	"Left foot"	"LB"	"63"	"66"	"65"	"66"	"65"	"58"	"58"	"57"	"68"	"66"	"66"	"69"	"74"	"73"	"60"	"75"	"72"	"40"	"40"	"40"	"40"	"40"	"76"	"4"	"4"	"4"	"3"	"67"
"A. HINESTROZA"	"2"	"JAGUARES DE CÓRDOBA"	"Liga Águila"	"COLOMBIA"	"South America"	"181"	"82"	"30"	"Right foot"	"DMF"	"65"	"70"	"68"	"69"	"66"	"58"	"56"	"54"	"69"	"69"	"72"	"77"	"75"	"72"	"60"	"81"	"73"	"40"	"40"	"40"	"40"	"40"	"76"	"4"	"4"	"4"	"3"	"67"
"R. RAMÍREZ"	"30"	"FORTUNA SITTARD"	"Eredivisie"	"VENEZUELA"	"South America"	"179"	"76"	"23"	"Right foot"	"CB"	"59"	"66"	"73"	"68"	"63"	"59"	"57"	"52"	"72"	"68"	"72"	"71"	"77"	"72"	"60"	"75"	"73"	"40"	"40"	"40"	"40"	"40"	"73"	"4"	"4"	"4"	"3"	"67"
"L. MOSQUERA"	"11"	"RIONEGRO ÁGUILAS"	"Liga Águila"	"COLOMBIA"	"South America"	"175"	"68"	"29"	"Left foot"	"CMF"	"62"	"78"	"70"	"68"	"71"	"61"	"62"	"61"	"68"	"60"	"55"	"72"	"71"	"70"	"60"	"71"	"66"	"40"	"40"	"40"	"40"	"40"	"79"	"4"	"4"	"5"	"3"	"67"
"H. URREGO"	"15"	"SANTA FE"	"Liga Águila"	"COLOMBIA"	"South America"	"181"	"72"	"26"	"Right foot"	"RMF"	"60"	"67"	"69"	"70"	"71"	"62"	"63"	"65"	"66"	"55"	"55"	"76"	"77"	"77"	"60"	"76"	"74"	"40"	"40"	"40"	"40"	"40"	"78"	"3"	"3"	"4"	"3"	"67"
"J. RAMOS"	"9"	"DEPORTES TOLIMA"	"Liga Águila"	"COLOMBIA"	"South America"	"184"	"80"	"26"	"Right foot"	"CF"	"70"	"72"	"69"	"61"	"59"	"73"	"66"	"75"	"67"	"43"	"48"	"71"	"80"	"78"	"71"	"72"	"70"	"40"	"40"	"40"	"40"	"40"	"72"	"3"	"3"	"5"	"3"	"67"
"D. MICHA"	NA	"Free Agents"	"Free Agent"	"ISRAEL"	"Europe"	"174"	"67"	"26"	"Right foot"	"RWF"	"67"	"69"	"70"	"66"	"70"	"62"	"69"	"70"	"60"	"52"	"50"	"72"	"77"	"79"	"60"	"65"	"66"	"40"	"40"	"40"	"40"	"40"	"75"	"3"	"3"	"4"	"3"	"67"
"S. TECL"	"11"	"SLAVIA PRAHA"	"Other European Leagues"	"CZECH REPUBLIC"	"Europe"	"182"	"79"	"28"	"Right foot"	"CF"	"78"	"65"	"61"	"70"	"69"	"75"	"58"	"67"	"74"	"42"	"44"	"76"	"76"	"74"	"64"	"75"	"75"	"40"	"40"	"40"	"40"	"40"	"70"	"2"	"3"	"4"	"3"	"67"
"A. LOGASHOV"	"25"	"ROSTOV"	"Russian Premier Liga"	"RUSSIA"	"Europe"	"183"	"68"	"27"	"Right foot"	"RB"	"64"	"69"	"66"	"69"	"67"	"47"	"55"	"45"	"71"	"72"	"73"	"67"	"73"	"70"	"60"	"70"	"73"	"40"	"40"	"40"	"40"	"40"	"71"	"2"	"2"	"4"	"2"	"67"
"V. RYKOV"	"4"	"DINAMO MOSKVA"	"Russian Premier Liga"	"RUSSIA"	"Europe"	"192"	"88"	"31"	"Right foot"	"CB"	"50"	"63"	"60"	"67"	"63"	"45"	"62"	"50"	"79"	"77"	"75"	"71"	"65"	"58"	"60"	"82"	"71"	"40"	"40"	"40"	"40"	"40"	"73"	"2"	"2"	"4"	"2"	"67"
"N. CHICHERIN"	"44"	"KRYLYA SOVETOV"	"Russian Premier Liga"	"RUSSIA"	"Europe"	"184"	"74"	"28"	"Right foot"	"RB"	"57"	"68"	"60"	"66"	"66"	"49"	"61"	"67"	"64"	"73"	"72"	"67"	"73"	"74"	"67"	"67"	"68"	"40"	"40"	"40"	"40"	"40"	"75"	"2"	"2"	"4"	"3"	"67"
"F. SOYALP"	"17"	"BURSASPOR"	"Spor Toto Süper Lig"	"TURKEY"	"Europe"	"184"	"80"	"23"	"Right foot"	"AMF"	"70"	"74"	"73"	"73"	"67"	"67"	"64"	"68"	"61"	"53"	"53"	"76"	"72"	"73"	"65"	"70"	"63"	"40"	"40"	"40"	"40"	"40"	"70"	"2"	"3"	"4"	"2"	"67"
"MICHEL DOUGLAS"	"9"	"DESPORTIVO AVES"	"Liga NOS"	"BRAZIL"	"South America"	"184"	"81"	"26"	"Left foot"	"CF"	"71"	"68"	"71"	"71"	"70"	"70"	"66"	"63"	"70"	"52"	"53"	"74"	"74"	"73"	"63"	"74"	"73"	"40"	"40"	"40"	"40"	"40"	"73"	"4"	"4"	"4"	"3"	"67"
"F. HURTADO"	"12"	"ANTOFAGASTA"	"Campeonato Scotiabank"	"CHILE"	"South America"	"188"	"92"	"35"	"Left foot"	"GK"	"42"	"55"	"56"	"58"	"61"	"45"	"49"	"43"	"60"	"45"	"46"	"76"	"68"	"73"	"67"	"77"	"77"	"79"	"73"	"75"	"73"	"72"	"60"	"2"	"2"	"5"	"3"	"67"
"C. ROJAS"	"5"	"ANTOFAGASTA"	"Campeonato Scotiabank"	"CHILE"	"South America"	"171"	"70"	"33"	"Right foot"	"CB"	"61"	"70"	"65"	"68"	"66"	"63"	"61"	"63"	"70"	"71"	"73"	"72"	"68"	"68"	"66"	"73"	"68"	"40"	"40"	"40"	"40"	"40"	"74"	"4"	"4"	"5"	"3"	"67"
"I. VÁSQUEZ"	"19"	"AUDAX ITALIANO"	"Campeonato Scotiabank"	"CHILE"	"South America"	"170"	"70"	"33"	"Right foot"	"DMF"	"63"	"73"	"67"	"74"	"75"	"58"	"63"	"63"	"59"	"68"	"66"	"67"	"64"	"69"	"64"	"62"	"64"	"40"	"40"	"40"	"40"	"40"	"74"	"2"	"2"	"5"	"3"	"67"
"D. VALLEJOS"	"27"	"PALESTINO"	"Campeonato Scotiabank"	"CHILE"	"South America"	"172"	"75"	"28"	"Right foot"	"LWF"	"73"	"70"	"69"	"67"	"66"	"71"	"63"	"61"	"68"	"50"	"50"	"75"	"73"	"76"	"67"	"73"	"70"	"40"	"40"	"40"	"40"	"40"	"73"	"2"	"2"	"4"	"3"	"67"
"H. CAVERO"	"2"	"ANTOFAGASTA"	"Campeonato Scotiabank"	"CHILE"	"South America"	"181"	"71"	"22"	"Left foot"	"CB"	"58"	"65"	"61"	"66"	"64"	"58"	"56"	"56"	"73"	"71"	"72"	"71"	"73"	"72"	"65"	"73"	"75"	"40"	"40"	"40"	"40"	"40"	"74"	"2"	"2"	"3"	"3"	"67"
"F. SILVA"	"5"	"CURICÓ UNIDO"	"Campeonato Scotiabank"	"URUGUAY"	"South America"	"183"	"74"	"35"	"Right foot"	"CMF"	"68"	"70"	"66"	"73"	"70"	"65"	"61"	"65"	"70"	"67"	"65"	"75"	"70"	"69"	"60"	"71"	"67"	"40"	"40"	"40"	"40"	"40"	"74"	"3"	"3"	"5"	"3"	"67"
"J. BOKILA"	"30"	"AKHISARSPOR"	"Spor Toto Süper Lig"	"NETHERLANDS"	"Europe"	"188"	"78"	"30"	"Right foot"	"CF"	"70"	"67"	"67"	"63"	"60"	"74"	"59"	"45"	"72"	"65"	"62"	"76"	"76"	"75"	"60"	"80"	"72"	"40"	"40"	"40"	"40"	"40"	"75"	"2"	"2"	"4"	"2"	"67"
"T. TZIMOPOULOS"	NA	"Free Agents"	"Free Agent"	"NEW ZEALAND"	"Asia-Oceania"	"187"	"82"	"33"	"Left foot"	"CB"	"60"	"62"	"64"	"72"	"70"	"53"	"59"	"58"	"74"	"70"	"70"	"68"	"63"	"66"	"65"	"85"	"75"	"40"	"40"	"40"	"40"	"40"	"74"	"2"	"2"	"4"	"2"	"67"
"O. KEHINDE"	"29"	"ANKARAGÜCÜ"	"Spor Toto Süper Lig"	"NIGERIA"	"Africa"	"183"	"80"	"24"	"Right foot"	"CF"	"70"	"70"	"75"	"62"	"54"	"70"	"60"	"61"	"75"	"47"	"46"	"77"	"70"	"70"	"77"	"91"	"79"	"40"	"40"	"40"	"40"	"40"	"74"	"3"	"4"	"5"	"3"	"67"
"L. ABERGEL"	"19"	"NANCY"	"Domino's Ligue 2"	"FRANCE"	"Europe"	"170"	"65"	"25"	"Right foot"	"DMF"	"54"	"69"	"65"	"68"	"71"	"52"	"56"	"59"	"69"	"72"	"75"	"63"	"70"	"75"	"68"	"73"	"72"	"40"	"40"	"40"	"40"	"40"	"75"	"2"	"2"	"3"	"3"	"67"
"D. FURMAN"	NA	"Free Agents"	"Free Agent"	"SOUTH AFRICA"	"Africa"	"183"	"74"	"30"	"Right foot"	"CMF"	"65"	"69"	"67"	"70"	"67"	"63"	"60"	"62"	"64"	"69"	"66"	"72"	"72"	"74"	"68"	"70"	"68"	"40"	"40"	"40"	"40"	"40"	"82"	"4"	"4"	"5"	"3"	"67"
"M. FISSORE"	"8"	"SAN MARTÍN SAN JUAN"	"Superliga Quilmes Clásica"	"ARGENTINA"	"South America"	"165"	"63"	"28"	"Right foot"	"CMF"	"60"	"68"	"70"	"71"	"70"	"65"	"64"	"63"	"60"	"68"	"65"	"70"	"67"	"62"	"73"	"76"	"84"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"2"	"4"	"3"	"67"
"L. BARRERA"	"23"	"MARÍTIMO"	"Liga NOS"	"ARGENTINA"	"South America"	"179"	"78"	"27"	"Left foot"	"LWF"	"74"	"69"	"71"	"65"	"62"	"63"	"65"	"66"	"66"	"51"	"52"	"77"	"79"	"78"	"69"	"62"	"70"	"40"	"40"	"40"	"40"	"40"	"72"	"2"	"2"	"4"	"3"	"67"
"Y. MEJÍA"	"10"	"SPORTING CRISTAL"	"Other Latin American Teams"	"COLOMBIA"	"South America"	"184"	"79"	"28"	"Right foot"	"AMF"	"73"	"67"	"69"	"76"	"72"	"70"	"68"	"67"	"63"	"52"	"55"	"70"	"73"	"69"	"66"	"60"	"63"	"40"	"40"	"40"	"40"	"40"	"72"	"2"	"3"	"4"	"2"	"67"
"N. AVELLANEDA"	"17"	"DEFENSA Y JUSTICIA"	"Superliga Quilmes Clásica"	"ARGENTINA"	"South America"	"191"	"77"	"25"	"Right foot"	"GK"	"40"	"58"	"52"	"60"	"60"	"45"	"48"	"52"	"70"	"54"	"44"	"72"	"66"	"72"	"73"	"77"	"76"	"75"	"72"	"73"	"70"	"80"	"66"	"2"	"3"	"4"	"3"	"67"
"G. KASTANEER"	"33"	"NAC BREDA"	"Eredivisie"	"NETHERLANDS"	"Europe"	"182"	"89"	"22"	"Right foot"	"LWF"	"64"	"70"	"72"	"67"	"68"	"66"	"55"	"57"	"66"	"44"	"53"	"76"	"81"	"73"	"67"	"77"	"74"	"40"	"40"	"40"	"40"	"40"	"72"	"2"	"2"	"3"	"3"	"67"
